estimand,method,ndcg_at_10,selective_precision_at_10,top10_overlap,spearman,regret
model_weighted,expression_pcr_ridge,0.45427665706813886,0.40024844720496894,0.19975155279503107,0.305876023156334,0.5900511436966114
model_weighted,historical_elastic_net,0.43687747297880836,0.3796273291925466,0.1911801242236025,0.24357894459661983,0.6212697300047543
model_weighted,refined_elastic_net,0.4341957844116609,0.3775155279503105,0.18993788819875776,0.24263839559370134,0.6230786548932509
lineage_equal,expression_pcr_ridge,0.4584966355738811,0.4004157910408066,0.204228529608935,0.30523050146101854,0.5841538677416994
lineage_equal,historical_elastic_net,0.44283454228745067,0.382016484009524,0.19630525629636883,0.24240254079326365,0.6124986457512079
lineage_equal,refined_elastic_net,0.44047655163828725,0.3800493783525178,0.19529391307053415,0.2413711009433257,0.6147362684215221
