seed,mode,method,scope,model_n,event_genes,connectors,total_nodes,cv_delta_r2,cv_objective,holdout_r2,holdout_delta_r2,holdout_delta_r2_excluding_selected_targets,bootstrap_lower,bootstrap_upper,event_gene_count,random_control_n,random_median,random_q05,random_q95,random_control_percentile,random_empirical_upper_p
20260911,unrestricted,beam_ppi,rcc,20,ANKRD11|ATM|LAMA4|SMARCA4|TP53,HDAC3,6,0.005586798531983398,0.004086798531983397,-0.0283207924680573,0.011123335226924214,0.006496435282096424,0.003658206267093702,0.01853352127116017,5,200,0.00995182363122804,0.002033398184696622,0.01565149717666408,,
20260911,unrestricted,beam_ppi,ccrcc,12,ANKRD11|ATM|LAMA4|SMARCA4|TP53,HDAC3,6,0.005586798531983398,0.004086798531983397,-0.03180422979674735,0.008487259880116671,0.004998240563459655,0.001097995040476274,0.01627548303099518,5,200,0.00995182363122804,0.002033398184696622,0.01565149717666408,0.34,0.6616915422885572
20260911,tln1_seeded,frequency_ppi,kidney_lineage,24,TLN1,,1,0.0005735329432319173,0.00032353294323191734,-0.028719846345934164,0.0027196911323770223,0.002546127015033761,0.0008980489589564083,0.004916530509623954,1,1,0.003880697291189117,0.003880697291189117,0.003880697291189117,,
20260911,tln1_seeded,frequency_ppi,rcc,20,TLN1,,1,0.0005735329432319173,0.00032353294323191734,-0.03660230326842884,0.002841824426552675,0.0026432996908072326,0.0006987146944988334,0.005589704104078015,1,1,0.003880697291189117,0.003880697291189117,0.003880697291189117,,
20260911,tln1_seeded,frequency_ppi,ccrcc,12,TLN1,,1,0.0005735329432319173,0.00032353294323191734,-0.036410792385674906,0.003880697291189117,0.0036166460366791053,0.0007324693247370318,0.008094011969815797,1,1,0.003880697291189117,0.003880697291189117,0.003880697291189117,1.0,
20260911,tln1_seeded,static_cv_ppi,kidney_lineage,24,AJUBA|CTNNA1|DSC3|DSP|TLN1,JUP|PKD1,7,0.0035655309152179075,0.0018155309152179074,-0.021892473447965077,0.009547064030346109,0.008845399213638139,0.005789535668713618,0.013653214314888742,5,200,0.008050386400065057,0.003782373808468842,0.014849850034252394,,
20260911,tln1_seeded,static_cv_ppi,rcc,20,AJUBA|CTNNA1|DSC3|DSP|TLN1,JUP|PKD1,7,0.0035655309152179075,0.0018155309152179074,-0.030419794599654937,0.009024333095326575,0.008333463371120953,0.004305566650197875,0.013804212890432101,5,200,0.008050386400065057,0.003782373808468842,0.014849850034252394,,
20260911,tln1_seeded,static_cv_ppi,ccrcc,12,AJUBA|CTNNA1|DSC3|DSP|TLN1,JUP|PKD1,7,0.0035655309152179075,0.0018155309152179074,-0.027036829791591055,0.013254659885272968,0.012300018424130199,0.006442201165783395,0.020642658752916355,5,200,0.008050386400065057,0.003782373808468842,0.014849850034252394,0.915,0.08955223880597014
20260911,tln1_seeded,greedy_ppi,kidney_lineage,24,TLN1,,1,0.0005735329432319173,0.00032353294323191734,-0.028719846345934164,0.0027196911323770223,0.002546127015033761,0.0009503426508889514,0.004953867047227384,1,1,0.003880697291189117,0.003880697291189117,0.003880697291189117,,
20260911,tln1_seeded,greedy_ppi,rcc,20,TLN1,,1,0.0005735329432319173,0.00032353294323191734,-0.03660230326842884,0.002841824426552675,0.0026432996908072326,0.0006718922986035344,0.005739210330191707,1,1,0.003880697291189117,0.003880697291189117,0.003880697291189117,,
20260911,tln1_seeded,greedy_ppi,ccrcc,12,TLN1,,1,0.0005735329432319173,0.00032353294323191734,-0.036410792385674906,0.003880697291189117,0.0036166460366791053,0.0006833298113871232,0.008420121460786837,1,1,0.003880697291189117,0.003880697291189117,0.003880697291189117,1.0,
20260911,tln1_seeded,beam_ppi,kidney_lineage,24,AJUBA|CTNNA1|DSC3|TLN1|TP53,CHUK|CTNNB1|PKD1,8,0.005522463424863318,0.003522463424863318,-0.012450655467659999,0.018988882010651187,0.01513445204205488,0.012788604573543638,0.025670022148375878,5,200,0.006839241833692333,0.0013492038413469478,0.012943445004580485,,
20260911,tln1_seeded,beam_ppi,rcc,20,AJUBA|CTNNA1|DSC3|TLN1|TP53,CHUK|CTNNB1|PKD1,8,0.005522463424863318,0.003522463424863318,-0.0213399068235276,0.018104220871453913,0.014209463324155847,0.010709983676628246,0.02613594146105391,5,200,0.006839241833692333,0.0013492038413469478,0.012943445004580485,,
20260911,tln1_seeded,beam_ppi,ccrcc,12,AJUBA|CTNNA1|DSC3|TLN1|TP53,CHUK|CTNNB1|PKD1,8,0.005522463424863318,0.003522463424863318,-0.021263879823891996,0.019027609852972027,0.015385150726524799,0.008137222108531546,0.03004646554964808,5,200,0.006839241833692333,0.0013492038413469478,0.012943445004580485,0.99,0.014925373134328358
