estimand,method,ndcg_at_10,selective_precision_at_10,top10_overlap,spearman,regret
model_weighted,certified_expanded_grid,0.43417450482774733,0.3775155279503105,0.18993788819875776,0.24263831574182107,0.6230786548932509
model_weighted,certified_fixed_alpha,0.43417450482774733,0.3775155279503105,0.18993788819875776,0.24263831574182107,0.6230786548932509
model_weighted,expression_pcr_ridge,0.45427665706813886,0.40024844720496894,0.19975155279503107,0.305876023156334,0.5900511436966114
lineage_equal,certified_expanded_grid,0.4404652818586488,0.3800493783525178,0.19529391307053415,0.24137099984125046,0.6147362684215221
lineage_equal,certified_fixed_alpha,0.4404652818586488,0.3800493783525178,0.19529391307053415,0.24137099984125046,0.6147362684215221
lineage_equal,expression_pcr_ridge,0.4584966355738811,0.4004157910408066,0.204228529608935,0.30523050146101854,0.5841538677416994
